Date,Open,High,Low,Close,Adj Close,Volume
2015-06-01,130.27999877929688,131.38999938964844,130.0500030517578,130.5399932861328,120.30680084228516,32112800
2015-06-02,129.86000061035156,130.66000366210938,129.32000732421875,129.9600067138672,119.77225494384766,33667600
2015-06-03,130.66000366210938,130.94000244140625,129.89999389648438,130.1199951171875,119.91971588134766,30983500
2015-06-04,129.5800018310547,130.5800018310547,128.91000366210938,129.36000061035156,119.21930694580078,38450100
2015-06-05,129.5,129.69000244140625,128.36000061035156,128.64999389648438,118.56495666503906,35626800
2015-06-08,128.89999389648438,129.2100067138672,126.83000183105469,127.80000305175781,117.78160095214844,52674800
2015-06-09,126.69999694824219,128.0800018310547,125.62000274658203,127.41999816894531,117.43138122558594,56075400
2015-06-10,127.91999816894531,129.33999633789062,127.8499984741211,128.8800048828125,118.77691650390625,39087300
2015-06-11,129.17999267578125,130.17999267578125,128.47999572753906,128.58999633789062,118.5096664428711,35390900
2015-06-12,128.19000244140625,128.3300018310547,127.11000061035156,127.16999816894531,117.20096588134766,36886200
2015-06-15,126.0999984741211,127.23999786376953,125.70999908447266,126.91999816894531,116.9705810546875,43988900
2015-06-16,127.02999877929688,127.8499984741211,126.37000274658203,127.5999984741211,117.5972671508789,31494100
2015-06-17,127.72000122070312,127.87999725341797,126.73999786376953,127.30000305175781,117.32079315185547,32918100
2015-06-18,127.2300033569336,128.30999755859375,127.22000122070312,127.87999725341797,117.8553237915039,35407200
2015-06-19,127.70999908447266,127.81999969482422,126.4000015258789,126.5999984741211,116.67566680908203,54716900
2015-06-22,127.48999786376953,128.05999755859375,127.08000183105469,127.61000061035156,117.60649108886719,34039300
2015-06-23,127.4800033569336,127.61000061035156,126.87999725341797,127.02999877929688,117.07194519042969,30268900
2015-06-24,127.20999908447266,129.8000030517578,127.12000274658203,128.11000061035156,118.06729888916016,55280900
2015-06-25,128.86000061035156,129.1999969482422,127.5,127.5,117.505126953125,31938100
2015-06-26,127.66999816894531,127.98999786376953,126.51000213623047,126.75,116.81389617919922,44066800
2015-06-29,125.45999908447266,126.47000122070312,124.4800033569336,124.52999877929688,114.7679214477539,49161400
2015-06-30,125.56999969482422,126.12000274658203,124.86000061035156,125.43000030517578,115.59738159179688,44370700
2015-07-01,126.9000015258789,126.94000244140625,125.98999786376953,126.5999984741211,116.67566680908203,30238800
2015-07-02,126.43000030517578,126.69000244140625,125.7699966430664,126.44000244140625,116.5281982421875,27211000
2015-07-06,124.94000244140625,126.2300033569336,124.8499984741211,126.0,116.1227035522461,28060400
2015-07-07,125.88999938964844,126.1500015258789,123.7699966430664,125.69000244140625,115.83700561523438,46946800
2015-07-08,124.4800033569336,124.63999938964844,122.54000091552734,122.56999969482422,112.96159362792969,60761600
2015-07-09,123.8499984741211,124.05999755859375,119.22000122070312,120.06999969482422,110.6575698852539,78595000
2015-07-10,121.94000244140625,123.8499984741211,121.20999908447266,123.27999877929688,113.61592102050781,61354500
2015-07-13,125.02999877929688,125.76000213623047,124.31999969482422,125.66000366210938,115.8093490600586,41440500
2015-07-14,126.04000091552734,126.37000274658203,125.04000091552734,125.61000061035156,115.76325988769531,31768100
2015-07-15,125.72000122070312,127.1500015258789,125.58000183105469,126.81999969482422,116.87841796875,33649200
2015-07-16,127.73999786376953,128.57000732421875,127.3499984741211,128.50999450683594,118.43595123291016,36222400
2015-07-17,129.0800018310547,129.6199951171875,128.30999755859375,129.6199951171875,119.45892333984375,46164700
2015-07-20,130.97000122070312,132.97000122070312,130.6999969482422,132.07000732421875,121.71688842773438,58900200
2015-07-21,132.85000610351562,132.9199981689453,130.32000732421875,130.75,120.5003433227539,76756400
2015-07-22,121.98999786376953,125.5,121.98999786376953,125.22000122070312,115.40383911132812,115450600
2015-07-23,126.19999694824219,127.08999633789062,125.05999755859375,125.16000366210938,115.34852600097656,50999500
2015-07-24,125.31999969482422,125.73999786376953,123.9000015258789,124.5,114.74028778076172,42162300
2015-07-27,123.08999633789062,123.61000061035156,122.12000274658203,122.7699966430664,113.14588928222656,44455500
2015-07-28,123.37999725341797,123.91000366210938,122.55000305175781,123.37999725341797,113.70807647705078,33618100
2015-07-29,123.1500015258789,123.5,122.2699966430664,122.98999786376953,113.34864044189453,37011700
2015-07-30,122.31999969482422,122.56999969482422,121.70999908447266,122.37000274658203,112.77727508544922,33628300
2015-07-31,122.5999984741211,122.63999938964844,120.91000366210938,121.30000305175781,111.79113006591797,42885000
2015-08-03,121.5,122.56999969482422,117.5199966430664,118.44000244140625,109.15534210205078,69976000
2015-08-04,117.41999816894531,117.69999694824219,113.25,114.63999938964844,105.65322875976562,124138600
2015-08-05,112.94999694824219,117.44000244140625,112.0999984741211,115.4000015258789,106.35365295410156,99312600
2015-08-06,115.97000122070312,116.5,114.12000274658203,115.12999725341797,106.5850830078125,52903000
2015-08-07,114.58000183105469,116.25,114.5,115.5199966430664,106.94613647460938,38670400
2015-08-10,116.52999877929688,119.98999786376953,116.52999877929688,119.72000122070312,110.83441162109375,54951600
2015-08-11,117.80999755859375,118.18000030517578,113.33000183105469,113.48999786376953,105.06681823730469,97082800
2015-08-12,112.52999877929688,115.41999816894531,109.62999725341797,115.23999786376953,106.6869125366211,101217500
2015-08-13,116.04000091552734,116.4000015258789,114.54000091552734,115.1500015258789,106.60359954833984,48535800
2015-08-14,114.31999969482422,116.30999755859375,114.01000213623047,115.95999908447266,107.35347747802734,42929500
2015-08-17,116.04000091552734,117.6500015258789,115.5,117.16000366210938,108.46441650390625,40884700
2015-08-18,116.43000030517578,117.44000244140625,116.01000213623047,116.5,107.8534164428711,34560700
2015-08-19,116.0999984741211,116.5199966430664,114.68000030517578,115.01000213623047,106.47400665283203,48286500
2015-08-20,114.08000183105469,114.3499984741211,111.62999725341797,112.6500015258789,104.28914642333984,68501600
2015-08-21,110.43000030517578,111.9000015258789,105.6500015258789,105.76000213623047,97.91051483154297,128275500
2015-08-24,94.87000274658203,108.80000305175781,92.0,103.12000274658203,95.46646881103516,162206300
2015-08-25,111.11000061035156,111.11000061035156,103.5,103.73999786376953,96.04045867919922,103601600
2015-08-26,107.08999633789062,109.88999938964844,105.05000305175781,109.69000244140625,101.5488510131836,96774600
2015-08-27,112.2300033569336,113.23999786376953,110.0199966430664,112.91999816894531,104.53913116455078,84616100
2015-08-28,112.16999816894531,113.30999755859375,111.54000091552734,113.29000091552734,104.88165283203125,53164400
2015-08-31,112.02999877929688,114.52999877929688,112.0,112.76000213623047,104.39099884033203,56229300
2015-09-01,110.1500015258789,111.87999725341797,107.36000061035156,107.72000122070312,99.72505950927734,76845900
2015-09-02,110.2300033569336,112.33999633789062,109.12999725341797,112.33999633789062,104.00215148925781,61888800
2015-09-03,112.48999786376953,112.77999877929688,110.04000091552734,110.37000274658203,102.17838287353516,53233900
2015-09-04,108.97000122070312,110.44999694824219,108.51000213623047,109.2699966430664,101.16001892089844,49996300
2015-09-08,111.75,112.55999755859375,110.31999969482422,112.30999755859375,103.9743881225586,54843600
2015-09-09,113.76000213623047,114.0199966430664,109.7699966430664,110.1500015258789,101.97469329833984,85010800
2015-09-10,110.2699966430664,113.27999877929688,109.9000015258789,112.56999969482422,104.21508026123047,62892800
2015-09-11,111.79000091552734,114.20999908447266,111.76000213623047,114.20999908447266,105.73336791992188,49915500
2015-09-14,116.58000183105469,116.88999938964844,114.86000061035156,115.30999755859375,106.751708984375,58363400
2015-09-15,115.93000030517578,116.52999877929688,114.41999816894531,116.27999877929688,107.64973449707031,43341200
2015-09-16,116.25,116.54000091552734,115.44000244140625,116.41000366210938,107.77009582519531,37173500
2015-09-17,115.66000366210938,116.48999786376953,113.72000122070312,113.91999816894531,105.46490478515625,64112600
2015-09-18,112.20999908447266,114.30000305175781,111.87000274658203,113.44999694824219,105.02976989746094,74285300
2015-09-21,113.66999816894531,115.37000274658203,113.66000366210938,115.20999908447266,106.6591567993164,50222000
2015-09-22,113.37999725341797,114.18000030517578,112.5199966430664,113.4000015258789,104.98348999023438,50346200
2015-09-23,113.62999725341797,114.72000122070312,113.30000305175781,114.31999969482422,105.835205078125,35756700
2015-09-24,113.25,115.5,112.37000274658203,115.0,106.46472930908203,50219500
2015-09-25,116.44000244140625,116.69000244140625,114.0199966430664,114.70999908447266,106.19624328613281,56151900
2015-09-28,113.8499984741211,114.56999969482422,112.44000244140625,112.44000244140625,104.09474182128906,52109000
2015-09-29,112.83000183105469,113.51000213623047,107.86000061035156,109.05999755859375,100.9655990600586,73365400
2015-09-30,110.16999816894531,111.54000091552734,108.7300033569336,110.30000305175781,102.11356353759766,66473000
2015-10-01,109.06999969482422,109.62000274658203,107.30999755859375,109.58000183105469,101.44700622558594,63929100
2015-10-02,108.01000213623047,111.01000213623047,107.55000305175781,110.37999725341797,102.18761444091797,58019800
2015-10-05,109.87999725341797,111.37000274658203,109.06999969482422,110.77999877929688,102.55794525146484,52064700
2015-10-06,110.62999725341797,111.73999786376953,109.7699966430664,111.30999755859375,103.04859924316406,48196800
2015-10-07,111.73999786376953,111.7699966430664,109.41000366210938,110.77999877929688,102.55794525146484,46765600
2015-10-08,110.19000244140625,110.19000244140625,108.20999908447266,109.5,101.37294006347656,61979600
2015-10-09,110.0,112.27999877929688,109.48999786376953,112.12000274658203,103.79849243164062,52766100
2015-10-12,112.7300033569336,112.75,111.44000244140625,111.5999984741211,103.31709289550781,30467200
2015-10-13,110.81999969482422,112.44999694824219,110.68000030517578,111.79000091552734,103.49297332763672,33049300
2015-10-14,111.29000091552734,111.5199966430664,109.55999755859375,110.20999908447266,102.03025817871094,44462400
2015-10-15,110.93000030517578,112.0999984741211,110.48999786376953,111.86000061035156,103.55779266357422,37673500
2015-10-16,111.77999877929688,112.0,110.52999877929688,111.04000091552734,102.79864501953125,39232600
2015-10-19,110.80000305175781,111.75,110.11000061035156,111.7300033569336,103.43744659423828,29759200
